Start,Via,End,Total Expected Time,Total Admission Fee,Linestring
Seoul E-Land FC,COEX Aquarium,63 Square,510,68000,"LINESTRING (126.8808154 37.5320099, 126.8783652 37.5317502, 126.8784634 37.5314867, 126.8826099 37.5318233, 126.8842112 37.531597, 126.886106 37.5311814, 126.8869289 37.531002, 126.8885349 37.5306623, 126.8898954 37.5303504, 126.8917561 37.5299015, 126.8921896 37.5298191, 126.8922517 37.5298056, 126.892397 37.529774, 126.8928705 37.5296552, 126.8932489 37.5295611, 126.8935558 37.5294323, 126.8941236 37.5291617, 126.8950386 37.5288168, 126.8952914 37.5286929, 126.896243 37.5282122, 126.8971587 37.5278019, 126.8977165 37.5276062, 126.8982931 37.5274354, 126.8985934 37.5273465, 126.8992853 37.5271415, 126.9021389 37.5263109, 126.90285 37.52611, 126.9039408 37.5258075, 126.9048104 37.5256366, 126.90545 37.52555, 126.9064012 37.5254492, 126.9067181 37.5254102, 126.9072796 37.5253291, 126.9082333 37.5251913, 126.908696 37.5251825, 126.9094463 37.5252049, 126.9104518 37.5255064, 126.9122116 37.5237073, 126.9131039 37.5224375, 126.9180986 37.5175423, 126.9197974 37.5168681, 126.9202281 37.516713, 126.9237245 37.515456, 126.9296322 37.5145117, 126.9344778 37.5148675, 126.9402272 37.5156852, 126.9414135 37.5158799, 126.9429946 37.5161437, 126.9432518 37.516191, 126.947358 37.5166173, 126.9510828 37.5152625, 126.9525474 37.5147773, 126.9590191 37.5122309, 126.9615011 37.5112249, 126.9629585 37.5096412, 126.9638707 37.5086751, 126.9660111 37.5072914, 126.9670279 37.5068846, 126.971249 37.5056515, 126.9745562 37.5048094, 126.9754258 37.5040572, 126.9756962 37.5037966, 126.9798998 37.5018625, 126.9812804 37.5017179, 126.9881924 37.4982495, 126.9902469 37.4981831, 126.9906916 37.4981824, 126.991374 37.498158, 126.9929154 37.4981409, 126.9942126 37.4984551, 126.99514 37.4988021, 126.996853 37.4994939, 126.9969393 37.4995233, 126.9973491 37.4996919, 126.9979961 37.4999388, 126.9986443 37.5001784, 126.9996414 37.5005827, 127.0011535 37.5011974, 127.0057428 37.5030062, 127.0089208 37.5042894, 127.0097594 37.504573, 127.009796 37.5045817, 127.0103746 37.5047198, 127.0112432 37.5048057, 127.0115382 37.5048319, 127.0150723 37.5043532, 127.0169792 37.5033134, 127.0194082 37.5029697, 127.0211197 37.5034452, 127.0227946 37.5039472, 127.0236103 37.504189, 127.0243757 37.5044377, 127.0246247 37.5045108, 127.0253521 37.5046542, 127.0258827 37.5048299, 127.0264913 37.5050146, 127.0278284 37.5054321, 127.0282047 37.5055387, 127.0292018 37.505839, 127.03045 37.5062216, 127.0314752 37.5065993, 127.0323071 37.5068513, 127.032823 37.5070145, 127.0338945 37.5073269, 127.0349627 37.5076427, 127.036013 37.507953, 127.0372394 37.5083154, 127.0379665 37.508547, 127.0383739 37.5086767, 127.0385646 37.5087362, 127.0389412 37.5088483, 127.0401047 37.5091873, 127.0423938 37.5098561, 127.0429857 37.5100278, 127.0438682 37.5102769, 127.0456552 37.5108085, 127.0474267 37.511323, 127.0494417 37.5119249, 127.0503348 37.5121731, 127.0510769 37.5123858, 127.0521449 37.5127114, 127.052487 37.5128109, 127.0532647 37.5130285, 127.0534003 37.5130567, 127.0542152 37.5132155, 127.0543732 37.5132399, 127.0549103 37.5133253, 127.055299 37.5133937, 127.0562888 37.5135468, 127.0579147 37.513815, 127.0580096 37.5136825, 127.0581151 37.513467, 127.0580096 37.5136825, 127.0579147 37.513815, 127.0562888 37.5135468, 127.055299 37.5133937, 127.0549103 37.5133253, 127.0543732 37.5132399, 127.0542152 37.5132155, 127.0534003 37.5130567, 127.0532647 37.5130285, 127.052487 37.5128109, 127.0521449 37.5127114, 127.0510769 37.5123858, 127.0503348 37.5121731, 127.0494417 37.5119249, 127.0474267 37.511323, 127.0456552 37.5108085, 127.0438682 37.5102769, 127.0429857 37.5100278, 127.0423938 37.5098561, 127.0401047 37.5091873, 127.0389412 37.5088483, 127.0385646 37.5087362, 127.0383739 37.5086767, 127.0379665 37.508547, 127.0372394 37.5083154, 127.036013 37.507953, 127.0349627 37.5076427, 127.0338945 37.5073269, 127.032823 37.5070145, 127.0323071 37.5068513, 127.0314752 37.5065993, 127.0297447 37.506109, 127.0289419 37.5058662, 127.0281601 37.5056403, 127.0277835 37.5055191, 127.0264135 37.5050955, 127.0252984 37.5047669, 127.0246247 37.5045108, 127.0243757 37.5044377, 127.0236103 37.504189, 127.0227946 37.5039472, 127.0211197 37.5034452, 127.0194471 37.5031026, 127.0189684 37.5030914, 127.0175033 37.5032307, 127.0150723 37.5043532, 127.0115382 37.5048319, 127.0112432 37.5048057, 127.0103746 37.5047198, 127.009796 37.5045817, 127.0097594 37.504573, 127.0089208 37.5042894, 127.0057428 37.5030062, 127.0011535 37.5011974, 126.9996414 37.5005827, 126.9986443 37.5001784, 126.9979961 37.4999388, 126.9973491 37.4996919, 126.9969393 37.4995233, 126.996853 37.4994939, 126.99514 37.4988021, 126.9942126 37.4984551, 126.9929154 37.4981409, 126.991374 37.498158, 126.9906916 37.4981824, 126.9902469 37.4981831, 126.9881924 37.4982495, 126.9833251 37.5010877, 126.9829917 37.5012317, 126.9822376 37.5015975, 126.9744912 37.5056681, 126.9447142 37.5176311, 126.9425088 37.5174307, 126.9412279 37.519305, 126.9409439 37.5201064)"
Seoul E-Land FC,COEX Aquarium,Lotte World Adventure,810,103000,"LINESTRING (126.8808154 37.5320099, 126.8783652 37.5317502, 126.8784634 37.5314867, 126.8826099 37.5318233, 126.8842112 37.531597, 126.886106 37.5311814, 126.8869289 37.531002, 126.8885349 37.5306623, 126.8898954 37.5303504, 126.8917561 37.5299015, 126.8921896 37.5298191, 126.8922517 37.5298056, 126.892397 37.529774, 126.8928705 37.5296552, 126.8932489 37.5295611, 126.8935558 37.5294323, 126.8941236 37.5291617, 126.8950386 37.5288168, 126.8952914 37.5286929, 126.896243 37.5282122, 126.8971587 37.5278019, 126.8977165 37.5276062, 126.8982931 37.5274354, 126.8985934 37.5273465, 126.8992853 37.5271415, 126.9021389 37.5263109, 126.90285 37.52611, 126.9039408 37.5258075, 126.9048104 37.5256366, 126.90545 37.52555, 126.9064012 37.5254492, 126.9067181 37.5254102, 126.9072796 37.5253291, 126.9082333 37.5251913, 126.908696 37.5251825, 126.9094463 37.5252049, 126.9104518 37.5255064, 126.9122116 37.5237073, 126.9131039 37.5224375, 126.9180986 37.5175423, 126.9197974 37.5168681, 126.9202281 37.516713, 126.9237245 37.515456, 126.9296322 37.5145117, 126.9344778 37.5148675, 126.9402272 37.5156852, 126.9414135 37.5158799, 126.9429946 37.5161437, 126.9432518 37.516191, 126.947358 37.5166173, 126.9510828 37.5152625, 126.9525474 37.5147773, 126.9590191 37.5122309, 126.9615011 37.5112249, 126.9629585 37.5096412, 126.9638707 37.5086751, 126.9660111 37.5072914, 126.9670279 37.5068846, 126.971249 37.5056515, 126.9745562 37.5048094, 126.9754258 37.5040572, 126.9756962 37.5037966, 126.9798998 37.5018625, 126.9812804 37.5017179, 126.9881924 37.4982495, 126.9902469 37.4981831, 126.9906916 37.4981824, 126.991374 37.498158, 126.9929154 37.4981409, 126.9942126 37.4984551, 126.99514 37.4988021, 126.996853 37.4994939, 126.9969393 37.4995233, 126.9973491 37.4996919, 126.9979961 37.4999388, 126.9986443 37.5001784, 126.9996414 37.5005827, 127.0011535 37.5011974, 127.0057428 37.5030062, 127.0089208 37.5042894, 127.0097594 37.504573, 127.009796 37.5045817, 127.0103746 37.5047198, 127.0112432 37.5048057, 127.0115382 37.5048319, 127.0150723 37.5043532, 127.0169792 37.5033134, 127.0194082 37.5029697, 127.0211197 37.5034452, 127.0227946 37.5039472, 127.0236103 37.504189, 127.0243757 37.5044377, 127.0246247 37.5045108, 127.0253521 37.5046542, 127.0258827 37.5048299, 127.0264913 37.5050146, 127.0278284 37.5054321, 127.0282047 37.5055387, 127.0292018 37.505839, 127.03045 37.5062216, 127.0314752 37.5065993, 127.0323071 37.5068513, 127.032823 37.5070145, 127.0338945 37.5073269, 127.0349627 37.5076427, 127.036013 37.507953, 127.0372394 37.5083154, 127.0379665 37.508547, 127.0383739 37.5086767, 127.0385646 37.5087362, 127.0389412 37.5088483, 127.0401047 37.5091873, 127.0423938 37.5098561, 127.0429857 37.5100278, 127.0438682 37.5102769, 127.0456552 37.5108085, 127.0474267 37.511323, 127.0494417 37.5119249, 127.0503348 37.5121731, 127.0510769 37.5123858, 127.0521449 37.5127114, 127.052487 37.5128109, 127.0532647 37.5130285, 127.0534003 37.5130567, 127.0542152 37.5132155, 127.0543732 37.5132399, 127.0549103 37.5133253, 127.055299 37.5133937, 127.0562888 37.5135468, 127.0579147 37.513815, 127.0580096 37.5136825, 127.0581151 37.513467, 127.0584347 37.5137628, 127.0584104 37.5139093, 127.0589071 37.5139987, 127.0589842 37.5137938, 127.0601626 37.5134463, 127.0604693 37.5135318, 127.0627418 37.5094041, 127.0629758 37.5089497, 127.0630863 37.5087251, 127.0633762 37.5087994, 127.0639065 37.5089474, 127.0647066 37.509187, 127.0657049 37.509514, 127.0664924 37.5097523, 127.067404 37.5099617, 127.0706573 37.5105038, 127.0712827 37.5105939, 127.0713706 37.5106066, 127.0779849 37.5116456, 127.0783172 37.511687, 127.0784763 37.5116988, 127.0796653 37.5116858, 127.0805337 37.5116505, 127.0809282 37.511642, 127.0829883 37.5115879, 127.0855489 37.5115941, 127.0925346 37.5118896, 127.099503 37.5129257, 127.1000577 37.5130908, 127.1003625 37.5131816, 127.1002113 37.5133482, 127.0999142 37.5132579, 127.0990859 37.5130059)"
Seoul E-Land FC,63 Square,COEX Aquarium,510,68000,"LINESTRING (126.8808154 37.5320099, 126.8783652 37.5317502, 126.8784634 37.5314867, 126.8826099 37.5318233, 126.8842112 37.531597, 126.886106 37.5311814, 126.8869289 37.531002, 126.8885349 37.5306623, 126.8898954 37.5303504, 126.8917561 37.5299015, 126.8921896 37.5298191, 126.8922517 37.5298056, 126.892397 37.529774, 126.8928705 37.5296552, 126.8932489 37.5295611, 126.8935558 37.5294323, 126.8941236 37.5291617, 126.8950386 37.5288168, 126.8952914 37.5286929, 126.896243 37.5282122, 126.8971587 37.5278019, 126.8977165 37.5276062, 126.8982931 37.5274354, 126.8985934 37.5273465, 126.8992853 37.5271415, 126.9021389 37.5263109, 126.90285 37.52611, 126.9039408 37.5258075, 126.9048104 37.5256366, 126.90545 37.52555, 126.9064012 37.5254492, 126.9067181 37.5254102, 126.9072796 37.5253291, 126.9082333 37.5251913, 126.908696 37.5251825, 126.9094463 37.5252049, 126.9104518 37.5255064, 126.9107399 37.5256252, 126.9111466 37.5257974, 126.9116225 37.5260027, 126.9129893 37.5266712, 126.9138078 37.5265565, 126.9141818 37.5260781, 126.9151131 37.5247225, 126.9160943 37.5232547, 126.9169319 37.5221898, 126.9171345 37.5219386, 126.9173291 37.5217021, 126.9174161 37.5215316, 126.9177237 37.5211914, 126.917951 37.520967, 126.9186109 37.5205025, 126.9197346 37.5198491, 126.9207426 37.5194575, 126.9242979 37.5180073, 126.9262908 37.5172739, 126.9281071 37.5169732, 126.928571 37.5169533, 126.9291306 37.5169662, 126.9332181 37.5172536, 126.9343674 37.5173745, 126.9347075 37.5174106, 126.9350739 37.5174664, 126.9359334 37.5175942, 126.9384056 37.5179564, 126.940982 37.519453, 126.9410004 37.5196499, 126.9409439 37.5201064, 126.9410004 37.5196499, 126.940982 37.519453, 126.9384056 37.5179564, 126.9402826 37.5177813, 126.9406505 37.51706, 126.9392085 37.5159339, 126.9367279 37.5153759, 126.9363414 37.5157636, 126.9371794 37.5159054, 126.9402272 37.5156852, 126.9414135 37.5158799, 126.9429946 37.5161437, 126.9432518 37.516191, 126.947358 37.5166173, 126.9510828 37.5152625, 126.9525474 37.5147773, 126.9590191 37.5122309, 126.9615011 37.5112249, 126.9629585 37.5096412, 126.9638707 37.5086751, 126.9660111 37.5072914, 126.9670279 37.5068846, 126.971249 37.5056515, 126.9745562 37.5048094, 126.9754258 37.5040572, 126.9756962 37.5037966, 126.9798998 37.5018625, 126.9812804 37.5017179, 126.9881924 37.4982495, 126.9902469 37.4981831, 126.9906916 37.4981824, 126.991374 37.498158, 126.9929154 37.4981409, 126.9942126 37.4984551, 126.99514 37.4988021, 126.996853 37.4994939, 126.9969393 37.4995233, 126.9973491 37.4996919, 126.9979961 37.4999388, 126.9986443 37.5001784, 126.9996414 37.5005827, 127.0011535 37.5011974, 127.0057428 37.5030062, 127.0089208 37.5042894, 127.0097594 37.504573, 127.009796 37.5045817, 127.0103746 37.5047198, 127.0112432 37.5048057, 127.0115382 37.5048319, 127.0150723 37.5043532, 127.0169792 37.5033134, 127.0194082 37.5029697, 127.0211197 37.5034452, 127.0227946 37.5039472, 127.0236103 37.504189, 127.0243757 37.5044377, 127.0246247 37.5045108, 127.0253521 37.5046542, 127.0258827 37.5048299, 127.0264913 37.5050146, 127.0278284 37.5054321, 127.0282047 37.5055387, 127.0292018 37.505839, 127.03045 37.5062216, 127.0314752 37.5065993, 127.0323071 37.5068513, 127.032823 37.5070145, 127.0338945 37.5073269, 127.0349627 37.5076427, 127.036013 37.507953, 127.0372394 37.5083154, 127.0379665 37.508547, 127.0383739 37.5086767, 127.0385646 37.5087362, 127.0389412 37.5088483, 127.0401047 37.5091873, 127.0423938 37.5098561, 127.0429857 37.5100278, 127.0438682 37.5102769, 127.0456552 37.5108085, 127.0474267 37.511323, 127.0494417 37.5119249, 127.0503348 37.5121731, 127.0510769 37.5123858, 127.0521449 37.5127114, 127.052487 37.5128109, 127.0532647 37.5130285, 127.0534003 37.5130567, 127.0542152 37.5132155, 127.0543732 37.5132399, 127.0549103 37.5133253, 127.055299 37.5133937, 127.0562888 37.5135468, 127.0579147 37.513815, 127.0580096 37.5136825, 127.0581151 37.513467)"
Seoul E-Land FC,63 Square,Lotte World Adventure,810,101000,"LINESTRING (126.8808154 37.5320099, 126.8783652 37.5317502, 126.8784634 37.5314867, 126.8826099 37.5318233, 126.8842112 37.531597, 126.886106 37.5311814, 126.8869289 37.531002, 126.8885349 37.5306623, 126.8898954 37.5303504, 126.8917561 37.5299015, 126.8921896 37.5298191, 126.8922517 37.5298056, 126.892397 37.529774, 126.8928705 37.5296552, 126.8932489 37.5295611, 126.8935558 37.5294323, 126.8941236 37.5291617, 126.8950386 37.5288168, 126.8952914 37.5286929, 126.896243 37.5282122, 126.8971587 37.5278019, 126.8977165 37.5276062, 126.8982931 37.5274354, 126.8985934 37.5273465, 126.8992853 37.5271415, 126.9021389 37.5263109, 126.90285 37.52611, 126.9039408 37.5258075, 126.9048104 37.5256366, 126.90545 37.52555, 126.9064012 37.5254492, 126.9067181 37.5254102, 126.9072796 37.5253291, 126.9082333 37.5251913, 126.908696 37.5251825, 126.9094463 37.5252049, 126.9104518 37.5255064, 126.9107399 37.5256252, 126.9111466 37.5257974, 126.9116225 37.5260027, 126.9129893 37.5266712, 126.9138078 37.5265565, 126.9141818 37.5260781, 126.9151131 37.5247225, 126.9160943 37.5232547, 126.9169319 37.5221898, 126.9171345 37.5219386, 126.9173291 37.5217021, 126.9174161 37.5215316, 126.9177237 37.5211914, 126.917951 37.520967, 126.9186109 37.5205025, 126.9197346 37.5198491, 126.9207426 37.5194575, 126.9242979 37.5180073, 126.9262908 37.5172739, 126.9281071 37.5169732, 126.928571 37.5169533, 126.9291306 37.5169662, 126.9332181 37.5172536, 126.9343674 37.5173745, 126.9347075 37.5174106, 126.9350739 37.5174664, 126.9359334 37.5175942, 126.9384056 37.5179564, 126.940982 37.519453, 126.9410004 37.5196499, 126.9409439 37.5201064, 126.9410004 37.5196499, 126.940982 37.519453, 126.9384056 37.5179564, 126.9402826 37.5177813, 126.9406505 37.51706, 126.9392085 37.5159339, 126.9367279 37.5153759, 126.9363414 37.5157636, 126.9371794 37.5159054, 126.9402272 37.5156852, 126.9414135 37.5158799, 126.9429946 37.5161437, 126.9432518 37.516191, 126.947358 37.5166173, 126.9510828 37.5152625, 126.9525474 37.5147773, 126.9590191 37.5122309, 126.9615011 37.5112249, 126.9629585 37.5096412, 126.9638707 37.5086751, 126.9660111 37.5072914, 126.9670279 37.5068846, 126.971249 37.5056515, 126.9745562 37.5048094, 126.9754258 37.5040572, 126.9756962 37.5037966, 126.9798998 37.5018625, 126.9812804 37.5017179, 126.9881924 37.4982495, 126.9902469 37.4981831, 126.9906916 37.4981824, 126.991374 37.498158, 126.9929154 37.4981409, 126.9942126 37.4984551, 126.99514 37.4988021, 126.996853 37.4994939, 126.9969393 37.4995233, 126.9973491 37.4996919, 126.9979961 37.4999388, 126.9986443 37.5001784, 126.9996414 37.5005827, 127.0011535 37.5011974, 127.0057428 37.5030062, 127.0089208 37.5042894, 127.0097594 37.504573, 127.009796 37.5045817, 127.0103746 37.5047198, 127.0112432 37.5048057, 127.0115382 37.5048319, 127.0150723 37.5043532, 127.0169792 37.5033134, 127.0194082 37.5029697, 127.0211197 37.5034452, 127.0227946 37.5039472, 127.0236103 37.504189, 127.0243757 37.5044377, 127.0246247 37.5045108, 127.0253521 37.5046542, 127.0258827 37.5048299, 127.0264913 37.5050146, 127.026822 37.5043264, 127.0285127 37.5048358, 127.0295473 37.5051387, 127.0296182 37.5051497, 127.0307206 37.5054801, 127.0307766 37.5054945, 127.0318183 37.5058072, 127.0327958 37.5058558, 127.0333245 37.5058754, 127.0336066 37.5058946, 127.0338621 37.5059464, 127.0344638 37.506131, 127.0353009 37.5063838, 127.0353847 37.506212, 127.0372101 37.5067572, 127.0377221 37.5062205, 127.0382 37.5063635, 127.0395045 37.5067331, 127.0401037 37.5069441, 127.0402835 37.5069825, 127.0408977 37.5071693, 127.0421516 37.5075359, 127.0430321 37.5078056, 127.0433963 37.507584, 127.0438517 37.5073016, 127.0439914 37.5072178, 127.0446418 37.5068237, 127.046265 37.5058319, 127.0472254 37.5052475, 127.0475161 37.5053485, 127.0484724 37.5056531, 127.0489627 37.5046312, 127.049065 37.5044038, 127.0501617 37.5047648, 127.050874 37.5049572, 127.0530185 37.5056088, 127.0551363 37.5062617, 127.0566608 37.5067233, 127.0567976 37.5067702, 127.0575855 37.5070024, 127.0582175 37.5072002, 127.0588642 37.507407, 127.0594947 37.5076197, 127.060809 37.5080198, 127.0620504 37.5084129, 127.0624818 37.5085602, 127.0630863 37.5087251, 127.0633762 37.5087994, 127.0639065 37.5089474, 127.0647066 37.509187, 127.0657049 37.509514, 127.0664924 37.5097523, 127.067404 37.5099617, 127.0706573 37.5105038, 127.0712827 37.5105939, 127.0713706 37.5106066, 127.0779849 37.5116456, 127.0783172 37.511687, 127.0784763 37.5116988, 127.0796653 37.5116858, 127.0805337 37.5116505, 127.0809282 37.511642, 127.0829883 37.5115879, 127.0855489 37.5115941, 127.0925346 37.5118896, 127.099503 37.5129257, 127.1000577 37.5130908, 127.1003625 37.5131816, 127.1002113 37.5133482, 127.0999142 37.5132579, 127.0990859 37.5130059)"
Seoul E-Land FC,Lotte World Adventure,COEX Aquarium,810,103000,"LINESTRING (126.8808154 37.5320099, 126.8783652 37.5317502, 126.8784634 37.5314867, 126.8826099 37.5318233, 126.8842112 37.531597, 126.886106 37.5311814, 126.8869289 37.531002, 126.8885349 37.5306623, 126.8898954 37.5303504, 126.8917561 37.5299015, 126.8921896 37.5298191, 126.8922517 37.5298056, 126.892397 37.529774, 126.8928705 37.5296552, 126.8932489 37.5295611, 126.8935558 37.5294323, 126.8941236 37.5291617, 126.8950386 37.5288168, 126.8952914 37.5286929, 126.896243 37.5282122, 126.8971587 37.5278019, 126.8977165 37.5276062, 126.8982931 37.5274354, 126.8985934 37.5273465, 126.8992853 37.5271415, 126.9021389 37.5263109, 126.90285 37.52611, 126.9039408 37.5258075, 126.9048104 37.5256366, 126.90545 37.52555, 126.9064012 37.5254492, 126.9067181 37.5254102, 126.9072796 37.5253291, 126.9082333 37.5251913, 126.908696 37.5251825, 126.9094463 37.5252049, 126.9104518 37.5255064, 126.9122116 37.5237073, 126.9131039 37.5224375, 126.9180986 37.5175423, 126.9197974 37.5168681, 126.9202281 37.516713, 126.9237245 37.515456, 126.9296322 37.5145117, 126.9344778 37.5148675, 126.9402272 37.5156852, 126.9414135 37.5158799, 126.9429946 37.5161437, 126.9432518 37.516191, 126.947358 37.5166173, 126.9510828 37.5152625, 126.9525474 37.5147773, 126.9590191 37.5122309, 126.9615011 37.5112249, 126.9629585 37.5096412, 126.9638707 37.5086751, 126.9660111 37.5072914, 126.9670279 37.5068846, 126.971249 37.5056515, 126.9745562 37.5048094, 126.9754258 37.5040572, 126.9756962 37.5037966, 126.9798998 37.5018625, 126.9812804 37.5017179, 126.9881924 37.4982495, 126.9902469 37.4981831, 126.9906916 37.4981824, 126.991374 37.498158, 126.9929154 37.4981409, 126.9942126 37.4984551, 126.99514 37.4988021, 126.996853 37.4994939, 126.9969393 37.4995233, 126.9973491 37.4996919, 126.9979961 37.4999388, 126.9986443 37.5001784, 126.9996414 37.5005827, 127.0011535 37.5011974, 127.0057428 37.5030062, 127.0089208 37.5042894, 127.0097594 37.504573, 127.009796 37.5045817, 127.0103746 37.5047198, 127.0112432 37.5048057, 127.0115382 37.5048319, 127.0150723 37.5043532, 127.0169792 37.5033134, 127.0194082 37.5029697, 127.0211197 37.5034452, 127.0227946 37.5039472, 127.0236103 37.504189, 127.0243757 37.5044377, 127.0246247 37.5045108, 127.0253521 37.5046542, 127.0258827 37.5048299, 127.0264913 37.5050146, 127.026822 37.5043264, 127.0285127 37.5048358, 127.0295473 37.5051387, 127.0296182 37.5051497, 127.0307206 37.5054801, 127.0307766 37.5054945, 127.0318183 37.5058072, 127.0327958 37.5058558, 127.0333245 37.5058754, 127.0336066 37.5058946, 127.0338621 37.5059464, 127.0344638 37.506131, 127.0353009 37.5063838, 127.0353847 37.506212, 127.0372101 37.5067572, 127.0377221 37.5062205, 127.0382 37.5063635, 127.0395045 37.5067331, 127.0401037 37.5069441, 127.0402835 37.5069825, 127.0408977 37.5071693, 127.0421516 37.5075359, 127.0430321 37.5078056, 127.0433963 37.507584, 127.0438517 37.5073016, 127.0439914 37.5072178, 127.0446418 37.5068237, 127.046265 37.5058319, 127.0472254 37.5052475, 127.0475161 37.5053485, 127.0484724 37.5056531, 127.0489627 37.5046312, 127.049065 37.5044038, 127.0501617 37.5047648, 127.050874 37.5049572, 127.0530185 37.5056088, 127.0551363 37.5062617, 127.0566608 37.5067233, 127.0567976 37.5067702, 127.0575855 37.5070024, 127.0582175 37.5072002, 127.0588642 37.507407, 127.0594947 37.5076197, 127.060809 37.5080198, 127.0620504 37.5084129, 127.0624818 37.5085602, 127.0630863 37.5087251, 127.0633762 37.5087994, 127.0639065 37.5089474, 127.0647066 37.509187, 127.0657049 37.509514, 127.0664924 37.5097523, 127.067404 37.5099617, 127.0706573 37.5105038, 127.0712827 37.5105939, 127.0713706 37.5106066, 127.0779849 37.5116456, 127.0783172 37.511687, 127.0784763 37.5116988, 127.0796653 37.5116858, 127.0805337 37.5116505, 127.0809282 37.511642, 127.0829883 37.5115879, 127.0855489 37.5115941, 127.0925346 37.5118896, 127.099503 37.5129257, 127.1000577 37.5130908, 127.1003625 37.5131816, 127.1002113 37.5133482, 127.0999142 37.5132579, 127.0990859 37.5130059, 127.0925346 37.5118896, 127.0855489 37.5115941, 127.0784215 37.5119536, 127.0782657 37.5119305, 127.0778374 37.5118746, 127.0731183 37.511101, 127.0716458 37.5108371, 127.0714697 37.5108046, 127.0706466 37.5106621, 127.0673608 37.5101321, 127.0664228 37.5099964, 127.0656219 37.5097379, 127.0645813 37.5094197, 127.0637969 37.5091779, 127.0630025 37.5094521, 127.0624064 37.5105545, 127.0610183 37.5131189, 127.0603735 37.5142705, 127.0601035 37.514223, 127.0596015 37.5141237, 127.0589071 37.5139987, 127.0584104 37.5139093, 127.0584347 37.5137628, 127.0581151 37.513467)"
